serie,country,value,year
"People using at least basic drinking water services, rural (% of rural population)",Netherlands,100.0,2018
"People using at least basic drinking water services, rural (% of rural population)",New Zealand,100.0,2018
"People using at least basic drinking water services, rural (% of rural population)",Nicaragua,59.1074466319594,2018
"People using at least basic drinking water services, rural (% of rural population)",Niger,38.8203554275655,2018
"People using at least basic drinking water services, rural (% of rural population)",Nigeria,57.271354134045,2018
"People using at least basic drinking water services, rural (% of rural population)",Republic of North Macedonia,97.5346026251423,2018
"People using at least basic drinking water services, rural (% of rural population)",Norway,100.0,2018
"People using at least basic drinking water services, rural (% of rural population)",Oman,75.4972313310086,2018
"People using at least basic drinking water services, rural (% of rural population)",Pakistan,88.0954747313985,2018
"People using at least basic drinking water services, rural (% of rural population)",Palau,99.2414999875978,2018
"People using at least basic drinking water services, rural (% of rural population)",Panama,84.4922603702865,2018
"People using at least basic drinking water services, rural (% of rural population)",Papua New Guinea,39.9371170414157,2018
"People using at least basic drinking water services, rural (% of rural population)",Paraguay,99.0017246975251,2018
"People using at least basic drinking water services, rural (% of rural population)",Peru,78.5655497386922,2018
"People using at least basic drinking water services, rural (% of rural population)",Philippines,89.9204960983158,2018
"People using at least basic drinking water services, rural (% of rural population)",Poland,86.1923177885246,2018
"People using at least basic drinking water services, rural (% of rural population)",Portugal,98.1522423161579,2018
"People using at least basic drinking water services, rural (% of rural population)",Romania,100.0,2018
"People using at least basic drinking water services, rural (% of rural population)",Russian Federation,90.5281416397295,2018
"People using at least basic drinking water services, rural (% of rural population)",Rwanda,56.505793890394,2018
"People using at least basic drinking water services, rural (% of rural population)",Samoa,95.1188984638701,2018
"People using at least basic drinking water services, rural (% of rural population)",Sao Tome and Principe,70.0063369871673,2018
"People using at least basic drinking water services, rural (% of rural population)",Saudi Arabia,100.0,2018
"People using at least basic drinking water services, rural (% of rural population)",Senegal,69.9216890234179,2018
"People using at least basic drinking water services, rural (% of rural population)",Serbia,95.396225685299,2018
"People using at least basic drinking water services, rural (% of rural population)",Sierra Leone,48.7001088888952,2018
"People using at least basic drinking water services, rural (% of rural population)",Slovakia,100.0,2018
"People using at least basic drinking water services, rural (% of rural population)",Solomon Islands,59.4052674933718,2018
"People using at least basic drinking water services, rural (% of rural population)",Somalia,33.9367947309223,2018
"People using at least basic drinking water services, rural (% of rural population)",South Africa,81.2384935111375,2018
"People using at least basic drinking water services, rural (% of rural population)",South Sudan,34.479428880885,2018
"People using at least basic drinking water services, rural (% of rural population)",Spain,100.0,2018
"People using at least basic drinking water services, rural (% of rural population)",Sri Lanka,85.9732868608074,2018
"People using at least basic drinking water services, rural (% of rural population)",St. Lucia,96.8140238277138,2018
"People using at least basic drinking water services, rural (% of rural population)",Saint Vincent and the Grenadines,96.9901655333496,2018
"People using at least basic drinking water services, rural (% of rural population)",Sudan,54.46234965864,2018
"People using at least basic drinking water services, rural (% of rural population)",Suriname,94.1799956856651,2018
"People using at least basic drinking water services, rural (% of rural population)",Sweden,99.4242290552699,2018
"People using at least basic drinking water services, rural (% of rural population)",Switzerland,100.0,2018
"People using at least basic drinking water services, rural (% of rural population)",Syrian Arab Republic,91.5565013393155,2018
"People using at least basic drinking water services, rural (% of rural population)",Tajikistan,74.8582127674283,2018
"People using at least basic drinking water services, rural (% of rural population)",United Republic of Tanzania,42.9611432077848,2018
"People using at least basic drinking water services, rural (% of rural population)",Thailand,99.2911490914699,2018
"People using at least basic drinking water services, rural (% of rural population)",Timor-Leste,74.9102239692524,2018
"People using at least basic drinking water services, rural (% of rural population)",Togo,52.828675878487,2018
"People using at least basic drinking water services, rural (% of rural population)",Tonga,98.4922741887861,2018
"People using at least basic drinking water services, rural (% of rural population)",Tunisia,89.0262917061241,2018
"People using at least basic drinking water services, rural (% of rural population)",Turkiye,95.2966550590187,2018
"People using at least basic drinking water services, rural (% of rural population)",Turkmenistan,98.9905637410072,2018
"People using at least basic drinking water services, rural (% of rural population)",Turks and Caicos Islands,91.78810634106,2018
"People using at least basic drinking water services, rural (% of rural population)",Tuvalu,99.6075062383277,2018
"People using at least basic drinking water services, rural (% of rural population)",Uganda,44.7205853675069,2018
"People using at least basic drinking water services, rural (% of rural population)",Ukraine,99.1738616422948,2018
"People using at least basic drinking water services, rural (% of rural population)",United Arab Emirates,100.0,2018
"People using at least basic drinking water services, rural (% of rural population)",United Kingdom of Great Britain and Northern Ireland,100.0,2018
"People using at least basic drinking water services, rural (% of rural population)",United States of America,98.6936437483414,2018
"People using at least basic drinking water services, rural (% of rural population)",Uruguay,95.30083,2018
"People using at least basic drinking water services, rural (% of rural population)",Uzbekistan,92.6987789258461,2018
"People using at least basic drinking water services, rural (% of rural population)",Vanuatu,86.6067694408642,2018
"People using at least basic drinking water services, rural (% of rural population)",Viet Nam,93.5137380442966,2018
"People using at least basic drinking water services, rural (% of rural population)",Palestine,97.377262369886,2018
"People using at least basic drinking water services, rural (% of rural population)",Yemen,48.4115517062625,2018
"People using at least basic drinking water services, rural (% of rural population)",Zambia,48.8606219967795,2018
"People using at least basic drinking water services, rural (% of rural population)",Zimbabwe,49.4628710577004,2018
People using at least basic drinking water services (% of population),Afghanistan,70.8799408932308,2018
People using at least basic drinking water services (% of population),Albania,94.4363934347219,2018
People using at least basic drinking water services (% of population),Algeria,94.0374149250041,2018
People using at least basic drinking water services (% of population),American Samoa,99.2447518116509,2018
People using at least basic drinking water services (% of population),Andorra,99.9999955655473,2018
People using at least basic drinking water services (% of population),Angola,56.5917487678333,2018
People using at least basic drinking water services (% of population),Antigua and Barbuda,98.365100591671,2018
People using at least basic drinking water services (% of population),Argentina,,2018
People using at least basic drinking water services (% of population),Armenia,99.9148284891593,2018
People using at least basic drinking water services (% of population),Aruba,,2018
People using at least basic drinking water services (% of population),Australia,99.9698937678204,2018
People using at least basic drinking water services (% of population),Austria,99.9999993151203,2018
People using at least basic drinking water services (% of population),Azerbaijan,94.9029767874904,2018
People using at least basic drinking water services (% of population),Bahamas,98.8869604973405,2018
People using at least basic drinking water services (% of population),Bahrain,99.9237756589351,2018
People using at least basic drinking water services (% of population),Bangladesh,97.700411546896,2018
People using at least basic drinking water services (% of population),Barbados,98.5044489996726,2018
People using at least basic drinking water services (% of population),Belarus,98.3739982007809,2018
People using at least basic drinking water services (% of population),Belgium,100.0,2018
People using at least basic drinking water services (% of population),Belize,98.3992930382773,2018
People using at least basic drinking water services (% of population),Benin,66.4521978786729,2018
People using at least basic drinking water services (% of population),Bermuda,99.9031400170636,2018
People using at least basic drinking water services (% of population),Bhutan,98.7649965034515,2018
People using at least basic drinking water services (% of population),Bolivia (Plurinational State of),92.0388440736544,2018
People using at least basic drinking water services (% of population),Bosnia and Herzegovina,96.1331740889937,2018
People using at least basic drinking water services (% of population),Botswana,91.3326697358456,2018
People using at least basic drinking water services (% of population),Brazil,98.6794937002595,2018
People using at least basic drinking water services (% of population),British Virgin Islands,99.8643835616439,2018
People using at least basic drinking water services (% of population),Brunei Darussalam,99.9000433984363,2018
People using at least basic drinking water services (% of population),Bulgaria,99.1737272552471,2018
People using at least basic drinking water services (% of population),Burkina Faso,49.4711614198344,2018
People using at least basic drinking water services (% of population),Burundi,61.4606181708142,2018
People using at least basic drinking water services (% of population),Cabo Verde,87.9618475805123,2018
People using at least basic drinking water services (% of population),Cambodia,74.3943716170771,2018
People using at least basic drinking water services (% of population),Cameroon,67.5153572148012,2018
People using at least basic drinking water services (% of population),Canada,99.2236309395742,2018
People using at least basic drinking water services (% of population),Cayman Islands,95.648773006135,2018
People using at least basic drinking water services (% of population),Central African Republic,39.227547725688,2018
People using at least basic drinking water services (% of population),Chad,49.8080066638708,2018
People using at least basic drinking water services (% of population),Chile,100.0,2018
People using at least basic drinking water services (% of population),China,94.7135009826134,2018
People using at least basic drinking water services (% of population),Colombia,96.739501221738,2018
People using at least basic drinking water services (% of population),Comoros,80.1879872186634,2018
People using at least basic drinking water services (% of population),Democratic Republic of the Congo,35.847085558278,2018
People using at least basic drinking water services (% of population),Congo.,73.406815881715,2018
People using at least basic drinking water services (% of population),Costa Rica,99.7844180058545,2018
People using at least basic drinking water services (% of population),Côte d'Ivoire,72.4557428748714,2018
People using at least basic drinking water services (% of population),Croatia,,2018
People using at least basic drinking water services (% of population),Cuba,94.0307223325193,2018
People using at least basic drinking water services (% of population),CuraÃ§ao,,2018
People using at least basic drinking water services (% of population),Cyprus,99.7651834346312,2018
People using at least basic drinking water services (% of population),Czechia,99.8803584517819,2018
People using at least basic drinking water services (% of population),Denmark,100.0,2018
People using at least basic drinking water services (% of population),Djibouti,75.9368501070513,2018
People using at least basic drinking water services (% of population),Dominica,,2018
People using at least basic drinking water services (% of population),Dominican Republic,95.9642010802929,2018
People using at least basic drinking water services (% of population),Ecuador,94.6622656055683,2018
People using at least basic drinking water services (% of population),Egypt,98.7558675337883,2018
People using at least basic drinking water services (% of population),El Salvador,97.3822109325189,2018
People using at least basic drinking water services (% of population),Equatorial Guinea,,2018
People using at least basic drinking water services (% of population),Eritrea,,2018
People using at least basic drinking water services (% of population),Estonia,99.9631593750796,2018
People using at least basic drinking water services (% of population),Eswatini,69.4145908926813,2018
People using at least basic drinking water services (% of population),Ethiopia,45.8381608718736,2018
People using at least basic drinking water services (% of population),Faroe Islands,100.0,2018
People using at least basic drinking water services (% of population),Fiji,95.348273323691,2018
People using at least basic drinking water services (% of population),Finland,99.9999977602025,2018
People using at least basic drinking water services (% of population),France,99.9999994044406,2018
People using at least basic drinking water services (% of population),Gabon,85.6447401427211,2018
People using at least basic drinking water services (% of population),Gambia,83.3096612794683,2018
People using at least basic drinking water services (% of population),Georgia,94.1991085950245,2018
People using at least basic drinking water services (% of population),Germany,100.0,2018
People using at least basic drinking water services (% of population),Ghana,84.1689996175499,2018
People using at least basic drinking water services (% of population),Gibraltar,100.0,2018
People using at least basic drinking water services (% of population),Greece,99.9999999632639,2018
People using at least basic drinking water services (% of population),Greenland,100.0,2018
People using at least basic drinking water services (% of population),Grenada,,2018
People using at least basic drinking water services (% of population),Guam,99.6952,2018
People using at least basic drinking water services (% of population),Guatemala,93.1326357164894,2018
People using at least basic drinking water services (% of population),Guinea,66.4434556659708,2018
People using at least basic drinking water services (% of population),Guinea-Bissau,61.1934743074354,2018
People using at least basic drinking water services (% of population),Guyana,94.6008717250228,2018
People using at least basic drinking water services (% of population),Haiti,65.8994451769274,2018
People using at least basic drinking water services (% of population),Honduras,94.1862868555701,2018
People using at least basic drinking water services (% of population),"China, Hong Kong SAR",100.0,2018
People using at least basic drinking water services (% of population),Hungary,99.99999908101,2018
People using at least basic drinking water services (% of population),Iceland,100.0,2018
People using at least basic drinking water services (% of population),India,90.9746755845385,2018
People using at least basic drinking water services (% of population),Indonesia,91.0407971895122,2018
People using at least basic drinking water services (% of population),Iran (Islamic Republic of),97.1943397209407,2018
People using at least basic drinking water services (% of population),Iraq,96.9024005972863,2018
People using at least basic drinking water services (% of population),Ireland,96.0079441237886,2018
People using at least basic drinking water services (% of population),Isle of Man,99.338164516129,2018
People using at least basic drinking water services (% of population),Israel,99.9999974940639,2018
People using at least basic drinking water services (% of population),Italy,99.9170340740928,2018
People using at least basic drinking water services (% of population),Jamaica,90.8515743136034,2018
People using at least basic drinking water services (% of population),Japan,99.025104303671,2018
People using at least basic drinking water services (% of population),Jordan,98.9419874513741,2018
People using at least basic drinking water services (% of population),Kazakhstan,95.4202366981964,2018
People using at least basic drinking water services (% of population),Kenya,60.1861769797416,2018
People using at least basic drinking water services (% of population),Kiribati,73.1759221002406,2018
People using at least basic drinking water services (% of population),Democratic People's Republic of Korea,94.1662330163771,2018
People using at least basic drinking water services (% of population),Republic of Korea,99.6839038944077,2018
People using at least basic drinking water services (% of population),Kuwait,100.0,2018
People using at least basic drinking water services (% of population),Kyrgyzstan,89.4269430969054,2018
People using at least basic drinking water services (% of population),Lao People's Democratic Republic,83.2858837172435,2018
People using at least basic drinking water services (% of population),Latvia,98.6860670993294,2018
People using at least basic drinking water services (% of population),Lebanon,92.3342678867725,2018
People using at least basic drinking water services (% of population),Lesotho,72.4725685079459,2018
People using at least basic drinking water services (% of population),Liberia,73.6617756114445,2018
People using at least basic drinking water services (% of population),Libya,99.8915237987819,2018
People using at least basic drinking water services (% of population),Liechtenstein,100.0,2018
People using at least basic drinking water services (% of population),Lithuania,97.9905320928671,2018
People using at least basic drinking water services (% of population),Luxembourg,99.8733042332159,2018
People using at least basic drinking water services (% of population),Madagascar,50.4022432734825,2018
People using at least basic drinking water services (% of population),Malawi,68.6566613091595,2018
People using at least basic drinking water services (% of population),Malaysia,97.08076702519,2018
People using at least basic drinking water services (% of population),Maldives,99.4972301789114,2018
People using at least basic drinking water services (% of population),Mali,77.8011681494126,2018
People using at least basic drinking water services (% of population),Malta,100.0,2018
People using at least basic drinking water services (% of population),Marshall Islands,85.9403894101374,2018
People using at least basic drinking water services (% of population),Mauritania,70.7953470501433,2018
People using at least basic drinking water services (% of population),Mauritius,99.9274631483923,2018
People using at least basic drinking water services (% of population),Mexico,98.7615454576756,2018
People using at least basic drinking water services (% of population),Micronesia (Federated States of)',90.1142911078532,2018
People using at least basic drinking water services (% of population),Republic of Moldova,90.2559755932964,2018
People using at least basic drinking water services (% of population),Monaco,100.0,2018
People using at least basic drinking water services (% of population),Mongolia,80.7515587657682,2018
People using at least basic drinking water services (% of population),Montenegro,98.5062984677874,2018
People using at least basic drinking water services (% of population),Morocco,84.0333811702361,2018
People using at least basic drinking water services (% of population),Mozambique,55.4139858964107,2018
People using at least basic drinking water services (% of population),Myanmar,77.0863359395665,2018
People using at least basic drinking water services (% of population),Namibia,84.3913137081785,2018
People using at least basic drinking water services (% of population),Nauru,97.003356247305,2018
People using at least basic drinking water services (% of population),Nepal,89.7957758492581,2018
People using at least basic drinking water services (% of population),Netherlands,100.0,2018
People using at least basic drinking water services (% of population),New Caledonia,98.8386157401759,2018
People using at least basic drinking water services (% of population),New Zealand,100.0,2018
People using at least basic drinking water services (% of population),Nicaragua,81.5210869682532,2018
People using at least basic drinking water services (% of population),Niger,46.9992412972418,2018
People using at least basic drinking water services (% of population),Nigeria,73.0874579051768,2018
People using at least basic drinking water services (% of population),Republic of North Macedonia,97.6696730194752,2018
People using at least basic drinking water services (% of population),Northern Mariana Islands,100.0,2018
People using at least basic drinking water services (% of population),Norway,99.9999955421284,2018
People using at least basic drinking water services (% of population),Oman,91.5230953938103,2018
People using at least basic drinking water services (% of population),Pakistan,90.0425979115228,2018
People using at least basic drinking water services (% of population),Palau,99.5444724184567,2018
People using at least basic drinking water services (% of population),Panama,93.8958373030586,2018
People using at least basic drinking water services (% of population),Papua New Guinea,46.0473416259177,2018
People using at least basic drinking water services (% of population),Paraguay,99.5224912893959,2018
People using at least basic drinking water services (% of population),Peru,92.3950837119963,2018
People using at least basic drinking water services (% of population),Philippines,93.222835120702,2018
People using at least basic drinking water services (% of population),Poland,92.5535483138945,2018
People using at least basic drinking water services (% of population),Portugal,99.2082795604193,2018
People using at least basic drinking water services (% of population),Puerto Rico,99.8678905818415,2018
People using at least basic drinking water services (% of population),Qatar,99.9643871838805,2018
People using at least basic drinking water services (% of population),Romania,100.0,2018
People using at least basic drinking water services (% of population),Russian Federation,96.7106491336878,2018
People using at least basic drinking water services (% of population),Rwanda,61.4095815029197,2018
People using at least basic drinking water services (% of population),Samoa,95.4125105550728,2018
People using at least basic drinking water services (% of population),San Marino,100.0,2018
People using at least basic drinking water services (% of population),Sao Tome and Principe,77.200595461434,2018
People using at least basic drinking water services (% of population),Saudi Arabia,98.6638614767812,2018
People using at least basic drinking water services (% of population),Senegal,81.5034042834338,2018
People using at least basic drinking water services (% of population),Serbia,94.5300314404576,2018
People using at least basic drinking water services (% of population),Seychelles,96.1679556908291,2018
People using at least basic drinking water services (% of population),Sierra Leone,60.7914194412403,2018
People using at least basic drinking water services (% of population),Singapore,100.0,2018
People using at least basic drinking water services (% of population),Slovakia,99.7878305127762,2018
People using at least basic drinking water services (% of population),Slovenia,99.5,2018
People using at least basic drinking water services (% of population),Solomon Islands,67.0062568116343,2018
People using at least basic drinking water services (% of population),Somalia,53.3865153035355,2018
People using at least basic drinking water services (% of population),South Africa,93.0032909326982,2018
People using at least basic drinking water services (% of population),South Sudan,40.9815067285013,2018
People using at least basic drinking water services (% of population),Spain,99.9260564294656,2018
People using at least basic drinking water services (% of population),Sri Lanka,88.0886563987435,2018
People using at least basic drinking water services (% of population),Saint Kitts and Nevis,,2018
People using at least basic drinking water services (% of population),St. Lucia,96.8872041938677,2018
People using at least basic drinking water services (% of population),Saint-Martin (French part),99.9459679978327,2018
People using at least basic drinking water services (% of population),Saint Vincent and the Grenadines,97.7283058549559,2018
People using at least basic drinking water services (% of population),Sudan,60.4670842442273,2018
People using at least basic drinking water services (% of population),Suriname,97.0931062814761,2018
People using at least basic drinking water services (% of population),Sweden,99.7064550175558,2018
People using at least basic drinking water services (% of population),Switzerland,100.0,2018
People using at least basic drinking water services (% of population),Syrian Arab Republic,93.7390198639221,2018
People using at least basic drinking water services (% of population),Tajikistan,80.4115904874603,2018
People using at least basic drinking water services (% of population),United Republic of Tanzania,55.1494338796294,2018
People using at least basic drinking water services (% of population),Thailand,99.5356065471716,2018
People using at least basic drinking water services (% of population),Timor-Leste,80.7910053956187,2018
People using at least basic drinking water services (% of population),Togo,66.7220730728574,2018
People using at least basic drinking water services (% of population),Tonga,98.6633452028853,2018
People using at least basic drinking water services (% of population),Trinidad and Tobago,98.8751707692306,2018
People using at least basic drinking water services (% of population),Tunisia,95.6902295465412,2018
People using at least basic drinking water services (% of population),Turkiye,96.7206079118707,2018
People using at least basic drinking water services (% of population),Turkmenistan,99.3450813719179,2018
People using at least basic drinking water services (% of population),Turks and Caicos Islands,98.7327536212092,2018
People using at least basic drinking water services (% of population),Tuvalu,99.1802833315387,2018
People using at least basic drinking water services (% of population),Uganda,52.7030927273616,2018
People using at least basic drinking water services (% of population),Ukraine,93.4763332243037,2018
People using at least basic drinking water services (% of population),United Arab Emirates,100.0,2018
People using at least basic drinking water services (% of population),United Kingdom of Great Britain and Northern Ireland,100.0,2018
People using at least basic drinking water services (% of population),United States of America,99.6675901670928,2018
People using at least basic drinking water services (% of population),Uruguay,99.4785987119326,2018
People using at least basic drinking water services (% of population),Uzbekistan,95.2185731124327,2018
People using at least basic drinking water services (% of population),Vanuatu,89.6425504538262,2018
People using at least basic drinking water services (% of population),Venezuela (Bolivarian Republic of),94.0399904292601,2018
People using at least basic drinking water services (% of population),Viet Nam,95.1687848677321,2018
People using at least basic drinking water services (% of population),United States Virgin Islands,98.7182673758686,2018
People using at least basic drinking water services (% of population),Palestine,97.289425432892,2018
People using at least basic drinking water services (% of population),Yemen,58.7544943833312,2018
People using at least basic drinking water services (% of population),Zambia,65.874270460305,2018
People using at least basic drinking water services (% of population),Zimbabwe,63.5387733496876,2018
People using safely managed drinking water services (% of population),Afghanistan,27.4917341128464,2019
People using safely managed drinking water services (% of population),Albania,70.6658550054076,2019
People using safely managed drinking water services (% of population),Algeria,73.9538774939834,2019
People using safely managed drinking water services (% of population),American Samoa,89.8545469094066,2019
People using safely managed drinking water services (% of population),Andorra,90.6399970923255,2019
People using safely managed drinking water services (% of population),Armenia,82.8228477600344,2019
People using safely managed drinking water services (% of population),Austria,98.9026191314884,2019
People using safely managed drinking water services (% of population),Azerbaijan,70.1640650702162,2019
People using safely managed drinking water services (% of population),Bahrain,98.9058941745334,2019
People using safely managed drinking water services (% of population),Bangladesh,58.180213270118,2019
People using safely managed drinking water services (% of population),Belarus,92.8526695974362,2019
People using safely managed drinking water services (% of population),Belgium,99.7145045402121,2019
People using safely managed drinking water services (% of population),Bhutan,65.0083050960222,2019
People using safely managed drinking water services (% of population),Bosnia and Herzegovina,88.7229758904433,2019
People using safely managed drinking water services (% of population),Brazil,85.1909258971105,2019
People using safely managed drinking water services (% of population),Bulgaria,96.1245644895827,2019
People using safely managed drinking water services (% of population),Cambodia,27.2962099293108,2019
People using safely managed drinking water services (% of population),Canada,99.0386196317734,2019
People using safely managed drinking water services (% of population),Central African Republic,6.28371097133331,2019
People using safely managed drinking water services (% of population),Chad,6.11336834894452,2019
People using safely managed drinking water services (% of population),Chile,98.7713665442106,2019
People using safely managed drinking water services (% of population),Colombia,73.2719193638744,2019
People using safely managed drinking water services (% of population),Democratic Republic of the Congo,11.2990478746874,2019
People using safely managed drinking water services (% of population),Congo.,45.7164653525532,2019
People using safely managed drinking water services (% of population),Costa Rica,80.5206840136456,2019
People using safely managed drinking water services (% of population),Côte d'Ivoire,42.1515450758296,2019
People using safely managed drinking water services (% of population),Croatia,,2019
People using safely managed drinking water services (% of population),Cyprus,99.7651923631792,2019
People using safely managed drinking water services (% of population),Czechia,97.8820483219257,2019
People using safely managed drinking water services (% of population),Denmark,99.9188303479105,2019
People using safely managed drinking water services (% of population),Dominican Republic,44.6893608651201,2019
People using safely managed drinking water services (% of population),Ecuador,66.6098571346883,2019
People using safely managed drinking water services (% of population),Estonia,96.9760104522182,2019
People using safely managed drinking water services (% of population),Ethiopia,11.8060525680289,2019
People using safely managed drinking water services (% of population),Fiji,41.4828637099124,2019
People using safely managed drinking water services (% of population),Finland,99.636151982144,2019
People using safely managed drinking water services (% of population),France,99.3757379814726,2019
People using safely managed drinking water services (% of population),Gambia,45.8924116367701,2019
People using safely managed drinking water services (% of population),Georgia,68.3671963594245,2019
People using safely managed drinking water services (% of population),Germany,99.9093444594773,2019
People using safely managed drinking water services (% of population),Ghana,40.4650486152887,2019
People using safely managed drinking water services (% of population),Gibraltar,100.0,2019
People using safely managed drinking water services (% of population),Greece,98.9812373437398,2019
People using safely managed drinking water services (% of population),Grenada,,2019
People using safely managed drinking water services (% of population),Guam,99.059791733307,2019
People using safely managed drinking water services (% of population),Guatemala,55.5066161730874,2019
People using safely managed drinking water services (% of population),Guinea-Bissau,23.2532774759566,2019
People using safely managed drinking water services (% of population),Honduras,63.9489861285838,2019
People using safely managed drinking water services (% of population),"China, Hong Kong SAR",100.0,2019
People using safely managed drinking water services (% of population),Hungary,97.629550657545,2019
People using safely managed drinking water services (% of population),Iceland,99.9999984604769,2019
People using safely managed drinking water services (% of population),Indonesia,29.4339167394203,2019
People using safely managed drinking water services (% of population),Iran (Islamic Republic of),93.8129901243056,2019
People using safely managed drinking water services (% of population),Iraq,59.3566308331083,2019
People using safely managed drinking water services (% of population),Ireland,95.7019191120114,2019
People using safely managed drinking water services (% of population),Isle of Man,98.6906066193012,2019
People using safely managed drinking water services (% of population),Israel,99.514342744026,2019
People using safely managed drinking water services (% of population),Italy,93.2241567870465,2019
People using safely managed drinking water services (% of population),Japan,98.563809276051,2019
People using safely managed drinking water services (% of population),Jordan,83.5332541068276,2019
People using safely managed drinking water services (% of population),Kazakhstan,89.3212635358499,2019
People using safely managed drinking water services (% of population),Kiribati,13.7547205399055,2019
People using safely managed drinking water services (% of population),Democratic People's Republic of Korea,66.3114089822237,2019
People using safely managed drinking water services (% of population),Republic of Korea,99.0197904098436,2019
People using safely managed drinking water services (% of population),Kuwait,100.0,2019
People using safely managed drinking water services (% of population),Kyrgyzstan,74.1166139930174,2019
People using safely managed drinking water services (% of population),Lao People's Democratic Republic,17.587695967652,2019
People using safely managed drinking water services (% of population),Latvia,96.2544132459902,2019
People using safely managed drinking water services (% of population),Lebanon,47.7,2019
People using safely managed drinking water services (% of population),Lesotho,26.5776930448547,2019
People using safely managed drinking water services (% of population),Liechtenstein,100.0,2019
People using safely managed drinking water services (% of population),Lithuania,94.8974874451152,2019
People using safely managed drinking water services (% of population),Luxembourg,99.5125308619097,2019
People using safely managed drinking water services (% of population),Madagascar,20.0525651371361,2019
People using safely managed drinking water services (% of population),Malawi,15.8752295061873,2019
People using safely managed drinking water services (% of population),Malaysia,93.771862554664,2019
People using safely managed drinking water services (% of population),Malta,99.8253197277443,2019
People using safely managed drinking water services (% of population),Mexico,42.7827436572252,2019
People using safely managed drinking water services (% of population),Republic of Moldova,74.139722176232,2019
People using safely managed drinking water services (% of population),Monaco,100.0,2019
People using safely managed drinking water services (% of population),Mongolia,36.4795704442769,2019
People using safely managed drinking water services (% of population),Montenegro,85.0132203387945,2019
People using safely managed drinking water services (% of population),Morocco,73.5840758093087,2019
People using safely managed drinking water services (% of population),Myanmar,55.6836944657001,2019
People using safely managed drinking water services (% of population),Nepal,19.3135408018988,2019
People using safely managed drinking water services (% of population),Netherlands,99.9714383332555,2019
People using safely managed drinking water services (% of population),New Caledonia,96.4111152375459,2019
People using safely managed drinking water services (% of population),New Zealand,98.1235749840178,2019
People using safely managed drinking water services (% of population),Nicaragua,55.4434373647134,2019
People using safely managed drinking water services (% of population),Nigeria,27.282337905613,2019
People using safely managed drinking water services (% of population),Republic of North Macedonia,80.3507339051838,2019
People using safely managed drinking water services (% of population),Northern Mariana Islands,90.6391752577319,2019
People using safely managed drinking water services (% of population),Norway,98.9859634045501,2019
People using safely managed drinking water services (% of population),Oman,90.2677629317846,2019
People using safely managed drinking water services (% of population),Pakistan,47.5238831569408,2019
People using safely managed drinking water services (% of population),Palau,86.7296496642232,2019
People using safely managed drinking water services (% of population),Paraguay,64.0189287156062,2019
People using safely managed drinking water services (% of population),Peru,51.117947943385,2019
People using safely managed drinking water services (% of population),Philippines,47.1971746159191,2019
People using safely managed drinking water services (% of population),Poland,90.3359777043778,2019
People using safely managed drinking water services (% of population),Portugal,94.9403114294342,2019
People using safely managed drinking water services (% of population),Puerto Rico,99.8731075904989,2019
People using safely managed drinking water services (% of population),Qatar,96.6369921838338,2019
People using safely managed drinking water services (% of population),Romania,81.9576979661815,2019
People using safely managed drinking water services (% of population),Russian Federation,75.9488270871563,2019
People using safely managed drinking water services (% of population),Samoa,62.0756427657316,2019
People using safely managed drinking water services (% of population),San Marino,100.0,2019
People using safely managed drinking water services (% of population),Sao Tome and Principe,35.5375297781868,2019
People using safely managed drinking water services (% of population),Senegal,25.7457429092513,2019
People using safely managed drinking water services (% of population),Serbia,74.9726378509353,2019
People using safely managed drinking water services (% of population),Sierra Leone,9.44474856671426,2019
People using safely managed drinking water services (% of population),Singapore,100.0,2019
People using safely managed drinking water services (% of population),Slovakia,99.0779266373617,2019
People using safely managed drinking water services (% of population),Slovenia,97.9056651498814,2019
People using safely managed drinking water services (% of population),Spain,99.5586759288235,2019
People using safely managed drinking water services (% of population),Sri Lanka,47.8252897781829,2019
People using safely managed drinking water services (% of population),Saint-Martin (French part),96.6414223056127,2019
People using safely managed drinking water services (% of population),Suriname,55.5342503467169,2019
People using safely managed drinking water services (% of population),Sweden,99.7096130354211,2019
People using safely managed drinking water services (% of population),Switzerland,96.6999987666662,2019
People using safely managed drinking water services (% of population),Tajikistan,55.2133111944282,2019
People using safely managed drinking water services (% of population),United Republic of Tanzania,10.3986792496063,2019
People using safely managed drinking water services (% of population),Togo,18.3612042228307,2019
People using safely managed drinking water services (% of population),Tonga,29.4808949553779,2019
People using safely managed drinking water services (% of population),Tunisia,74.6285711862377,2019
People using safely managed drinking water services (% of population),Turkmenistan,94.8120715117118,2019
People using safely managed drinking water services (% of population),Turks and Caicos Islands,47.1476551873469,2019
People using safely managed drinking water services (% of population),Tuvalu,8.58325508908046,2019
People using safely managed drinking water services (% of population),Uganda,15.809382175944,2019
People using safely managed drinking water services (% of population),Ukraine,88.1498640335816,2019
People using safely managed drinking water services (% of population),United Kingdom of Great Britain and Northern Ireland,99.8405271741814,2019
People using safely managed drinking water services (% of population),United States of America,97.0093298983949,2019
People using safely managed drinking water services (% of population),Uzbekistan,76.7745560240981,2019
People using safely managed drinking water services (% of population),Viet Nam,56.197914249135,2019
People using safely managed drinking water services (% of population),United States Virgin Islands,97.9359935454068,2019
People using safely managed drinking water services (% of population),Palestine,79.3742478944477,2019
