country,granularity,year,population
Saint Kitts and Nevis,Rural,2022,39.827
Saint Kitts and Nevis,Urban,2022,17.886
Saint Kitts and Nevis,Total,2023,46.758
Saint Kitts and Nevis,Male,2023,22.408
Saint Kitts and Nevis,Female,2023,24.35
Saint Kitts and Nevis,Rural,2023,40.05
Saint Kitts and Nevis,Urban,2023,18.074
Saint Lucia,Total,2019,177.661
Saint Lucia,Male,2019,88.191
Saint Lucia,Female,2019,89.471
Saint Lucia,Rural,2019,146.612
Saint Lucia,Urban,2019,33.842
Saint Lucia,Total,2020,178.25
Saint Lucia,Male,2020,88.387
Saint Lucia,Female,2020,89.864
Saint Lucia,Rural,2020,147.062
Saint Lucia,Urban,2020,34.141
Saint Lucia,Total,2021,178.522
Saint Lucia,Male,2021,88.409
Saint Lucia,Female,2021,90.113
Saint Lucia,Rural,2021,147.455
Saint Lucia,Urban,2021,34.454
Saint Lucia,Total,2022,178.781
Saint Lucia,Male,2022,88.433
Saint Lucia,Female,2022,90.349
Saint Lucia,Rural,2022,147.784
Saint Lucia,Urban,2022,34.779
Saint Lucia,Total,2023,179.285
Saint Lucia,Male,2023,88.599
Saint Lucia,Female,2023,90.686
Saint Lucia,Rural,2023,148.067
Saint Lucia,Urban,2023,35.121
Saint Pierre and Miquelon,Total,2019,5.876
Saint Pierre and Miquelon,Male,2019,2.912
Saint Pierre and Miquelon,Female,2019,2.965
Saint Pierre and Miquelon,Rural,2019,0.621
Saint Pierre and Miquelon,Urban,2019,5.754
Saint Pierre and Miquelon,Total,2020,5.827
Saint Pierre and Miquelon,Male,2020,2.892
Saint Pierre and Miquelon,Female,2020,2.936
Saint Pierre and Miquelon,Rural,2020,0.623
Saint Pierre and Miquelon,Urban,2020,5.784
Saint Pierre and Miquelon,Total,2021,5.779
Saint Pierre and Miquelon,Male,2021,2.865
Saint Pierre and Miquelon,Female,2021,2.914
Saint Pierre and Miquelon,Rural,2021,0.629
Saint Pierre and Miquelon,Urban,2021,5.825
Saint Pierre and Miquelon,Total,2022,5.732
Saint Pierre and Miquelon,Male,2022,2.837
Saint Pierre and Miquelon,Female,2022,2.894
Saint Pierre and Miquelon,Rural,2022,0.638
Saint Pierre and Miquelon,Urban,2022,5.866
Saint Pierre and Miquelon,Total,2023,5.681
Saint Pierre and Miquelon,Male,2023,2.809
Saint Pierre and Miquelon,Female,2023,2.873
Saint Pierre and Miquelon,Rural,2023,0.644
Saint Pierre and Miquelon,Urban,2023,5.909
Saint Vincent and the Grenadines,Total,2019,104.167
Saint Vincent and the Grenadines,Male,2019,53.477
Saint Vincent and the Grenadines,Female,2019,50.691
Saint Vincent and the Grenadines,Rural,2019,52.356
Saint Vincent and the Grenadines,Urban,2019,58.132
Saint Vincent and the Grenadines,Total,2020,103.526
Saint Vincent and the Grenadines,Male,2020,53.054
Saint Vincent and the Grenadines,Female,2020,50.472
Saint Vincent and the Grenadines,Rural,2020,52.02
Saint Vincent and the Grenadines,Urban,2020,58.737
Saint Vincent and the Grenadines,Total,2021,102.841
Saint Vincent and the Grenadines,Male,2021,52.584
Saint Vincent and the Grenadines,Female,2021,50.257
Saint Vincent and the Grenadines,Rural,2021,51.661
Saint Vincent and the Grenadines,Urban,2021,59.325
Saint Vincent and the Grenadines,Total,2022,102.046
Saint Vincent and the Grenadines,Male,2022,52.1
Saint Vincent and the Grenadines,Female,2022,49.946
Saint Vincent and the Grenadines,Rural,2022,51.284
Saint Vincent and the Grenadines,Urban,2022,59.9
Saint Vincent and the Grenadines,Total,2023,101.323
Saint Vincent and the Grenadines,Male,2023,51.664
Saint Vincent and the Grenadines,Female,2023,49.658
Saint Vincent and the Grenadines,Rural,2023,50.887
Saint Vincent and the Grenadines,Urban,2023,60.461
Samoa,Total,2019,209.78
Samoa,Male,2019,105.832
Samoa,Female,2019,103.948
Samoa,Rural,2019,162.995
Samoa,Urban,2019,35.914
Samoa,Total,2020,211.944
Samoa,Male,2020,106.692
Samoa,Female,2020,105.251
Samoa,Rural,2020,164.318
Samoa,Urban,2020,35.799
Samoa,Total,2021,213.779
Samoa,Male,2021,107.521
Samoa,Female,2021,106.258
Samoa,Rural,2021,165.6
Samoa,Urban,2021,35.718
Samoa,Total,2022,215.261
Samoa,Male,2022,108.319
Samoa,Female,2022,106.942
Samoa,Rural,2022,166.835
Samoa,Urban,2022,35.673
Samoa,Total,2023,216.663
Samoa,Male,2023,109.073
Samoa,Female,2023,107.591
Samoa,Rural,2023,168.037
Samoa,Urban,2023,35.665
San Marino,Total,2019,34.653
San Marino,Male,2019,16.823
San Marino,Female,2019,17.831
San Marino,Rural,2019,0.887
San Marino,Urban,2019,32.796
San Marino,Total,2020,34.769
San Marino,Male,2020,16.883
San Marino,Female,2020,17.886
San Marino,Rural,2020,0.846
San Marino,Urban,2020,32.963
San Marino,Total,2021,34.572
San Marino,Male,2021,16.841
San Marino,Female,2021,17.731
San Marino,Rural,2021,0.807
San Marino,Urban,2021,33.117
San Marino,Total,2022,34.09
San Marino,Male,2022,16.709
San Marino,Female,2022,17.381
San Marino,Rural,2022,0.772
San Marino,Urban,2022,33.265
San Marino,Total,2023,33.733
San Marino,Male,2023,16.584
San Marino,Female,2023,17.148
San Marino,Rural,2023,0.739
San Marino,Urban,2023,33.399
Sao Tome and Principe,Total,2019,213.392
Sao Tome and Principe,Male,2019,106.334
Sao Tome and Principe,Female,2019,107.058
Sao Tome and Principe,Rural,2019,56.336
Sao Tome and Principe,Urban,2019,157.043
Sao Tome and Principe,Total,2020,217.435
Sao Tome and Principe,Male,2020,108.302
Sao Tome and Principe,Female,2020,109.133
Sao Tome and Principe,Rural,2020,55.91
Sao Tome and Principe,Urban,2020,162.101
Sao Tome and Principe,Total,2021,221.961
Sao Tome and Principe,Male,2021,110.497
Sao Tome and Principe,Female,2021,111.464
Sao Tome and Principe,Rural,2021,55.517
Sao Tome and Principe,Urban,2021,167.201
Sao Tome and Principe,Total,2022,226.305
Sao Tome and Principe,Male,2022,112.605
Sao Tome and Principe,Female,2022,113.701
Sao Tome and Principe,Rural,2022,55.155
Sao Tome and Principe,Urban,2022,172.334
Sao Tome and Principe,Total,2023,230.871
Sao Tome and Principe,Male,2023,114.817
Sao Tome and Principe,Female,2023,116.055
Sao Tome and Principe,Rural,2023,54.83
Sao Tome and Principe,Urban,2023,177.512
Saudi Arabia,Total,2019,30472.812
Saudi Arabia,Male,2019,18639.721
Saudi Arabia,Female,2019,11833.091
Saudi Arabia,Rural,2019,5440.3
Saudi Arabia,Urban,2019,28700.362
Saudi Arabia,Total,2020,30991.207
Saudi Arabia,Male,2020,18870.229
Saudi Arabia,Female,2020,12120.978
Saudi Arabia,Rural,2020,5454.064
Saudi Arabia,Urban,2020,29255.576
Saudi Arabia,Total,2021,31328.375
Saudi Arabia,Male,2021,19026.952
Saudi Arabia,Female,2021,12301.423
Saudi Arabia,Rural,2021,5462.868
Saudi Arabia,Urban,2021,29799.824
Saudi Arabia,Total,2022,32175.352
Saudi Arabia,Male,2022,19541.492
Saudi Arabia,Female,2022,12633.859
Saudi Arabia,Rural,2022,5466.277
Saudi Arabia,Urban,2022,30329.753
Saudi Arabia,Total,2023,33264.292
Saudi Arabia,Male,2023,20176.188
Saudi Arabia,Female,2023,13088.104
Saudi Arabia,Rural,2023,5464.682
Saudi Arabia,Urban,2023,30846.442
Senegal,Total,2019,16352.922
Senegal,Male,2019,8256.6
Senegal,Female,2019,8096.322
Senegal,Rural,2019,8764.887
Senegal,Urban,2019,7978.972
Senegal,Total,2020,16789.219
Senegal,Male,2020,8499.022
Senegal,Female,2020,8290.197
Senegal,Rural,2020,8923.031
Senegal,Urban,2020,8277.123
Senegal,Total,2021,17220.867
Senegal,Male,2021,8738.685
Senegal,Female,2021,8482.181
Senegal,Rural,2021,9078.791
Senegal,Urban,2021,8584.195
Senegal,Total,2022,17651.103
Senegal,Male,2022,8976.177
Senegal,Female,2022,8674.926
Senegal,Rural,2022,9231.74
Senegal,Urban,2022,8900.124
Senegal,Total,2023,18077.573
Senegal,Male,2023,9197.809
Senegal,Female,2023,8879.764
Senegal,Rural,2023,9381.797
Senegal,Urban,2023,9225.165
Serbia,Total,2019,6966.153
Serbia,Male,2019,3318.708
Serbia,Female,2019,3647.445
Serbia,Rural,2019,3819.987
Serbia,Urban,2019,4913.42
Serbia,Total,2020,6907.812
Serbia,Male,2020,3291.014
Serbia,Female,2020,3616.798
Serbia,Rural,2020,3790.875
Serbia,Urban,2020,4913.067
Serbia,Total,2021,6835.43
Serbia,Male,2021,3256.229
Serbia,Female,2021,3579.201
Serbia,Rural,2021,3759.825
Serbia,Urban,2021,4913.534
Serbia,Total,2022,6791.213
Serbia,Male,2022,3230.996
Serbia,Female,2022,3560.218
Serbia,Rural,2022,3726.903
Serbia,Urban,2022,4914.832
Serbia,Total,2023,6773.201
Serbia,Male,2023,3216.668
Serbia,Female,2023,3556.533
Serbia,Rural,2023,3692.157
Serbia,Urban,2023,4916.95
Seychelles,Total,2019,117.65
Seychelles,Male,2019,64.243
Seychelles,Female,2019,53.408
Seychelles,Rural,2019,41.038
Seychelles,Urban,2019,54.664
Seychelles,Total,2020,120.291
Seychelles,Male,2020,65.893
Seychelles,Female,2020,54.398
Seychelles,Rural,2020,40.804
Seychelles,Urban,2020,55.308
Seychelles,Total,2021,122.987
Seychelles,Male,2021,67.573
Seychelles,Female,2021,55.415
Seychelles,Rural,2021,40.542
Seychelles,Urban,2021,55.922
Seychelles,Total,2022,125.522
Seychelles,Male,2022,69.144
Seychelles,Female,2022,56.378
Seychelles,Rural,2022,40.256
Seychelles,Urban,2022,56.504
Seychelles,Total,2023,127.951
Seychelles,Male,2023,70.606
Seychelles,Female,2023,57.345
Seychelles,Rural,2023,39.949
Seychelles,Urban,2023,57.062
Sierra Leone,Total,2019,7731.991
Sierra Leone,Male,2019,3853.32
Sierra Leone,Female,2019,3878.671
Sierra Leone,Rural,2019,4534.084
Sierra Leone,Urban,2019,3349.039
Sierra Leone,Total,2020,7912.558
Sierra Leone,Male,2020,3944.195
Sierra Leone,Female,2020,3968.363
Sierra Leone,Rural,2020,4592.96
Sierra Leone,Urban,2020,3453.971
Sierra Leone,Total,2021,8094.602
Sierra Leone,Male,2021,4035.669
Sierra Leone,Female,2021,4058.932
Sierra Leone,Rural,2021,4649.757
Sierra Leone,Urban,2021,3561.312
Sierra Leone,Total,2022,8276.807
Sierra Leone,Male,2022,4127.081
Sierra Leone,Female,2022,4149.726
Sierra Leone,Rural,2022,4704.509
Sierra Leone,Urban,2022,3671.17
Sierra Leone,Total,2023,8460.512
Sierra Leone,Male,2023,4219.052
Sierra Leone,Female,2023,4241.46
Sierra Leone,Rural,2023,4757.257
Sierra Leone,Urban,2023,3783.663
Singapore,Total,2019,5669.563
Singapore,Male,2019,2931.783
Singapore,Female,2019,2737.78
Singapore,Rural,2019,0
Singapore,Urban,2019,5868.104
Singapore,Total,2020,5620.15
Singapore,Male,2020,2909.604
Singapore,Female,2020,2710.547
Singapore,Rural,2020,0
Singapore,Urban,2020,5935.053
Singapore,Total,2021,5546.29
Singapore,Male,2021,2866.604
Singapore,Female,2021,2679.686
Singapore,Rural,2021,0
Singapore,Urban,2021,5991.801
Singapore,Total,2022,5649.885
Singapore,Male,2022,2919.697
Singapore,Female,2022,2730.188
Singapore,Rural,2022,0
Singapore,Urban,2022,6039.577
Singapore,Total,2023,5789.09
Singapore,Male,2023,2992.378
Singapore,Female,2023,2796.711
Singapore,Rural,2023,0
Singapore,Urban,2023,6080.859
Slovakia,Total,2019,5450.626
Slovakia,Male,2019,2661.918
Slovakia,Female,2019,2788.708
Slovakia,Rural,2019,2522.243
Slovakia,Urban,2019,2928.744
Slovakia,Total,2020,5455.024
Slovakia,Male,2020,2664.405
Slovakia,Female,2020,2790.618
Slovakia,Rural,2020,2520.712
Slovakia,Urban,2020,2930.688
Slovakia,Total,2021,5442.759
Slovakia,Male,2021,2658.236
Slovakia,Female,2021,2784.523
Slovakia,Rural,2021,2517.26
Slovakia,Urban,2021,2933.773
Slovakia,Total,2022,5473.197
Slovakia,Male,2022,2672.668
Slovakia,Female,2022,2800.528
Slovakia,Rural,2022,2511.794
Slovakia,Urban,2022,2937.881
Slovakia,Total,2023,5518.055
Slovakia,Male,2023,2694.215
Slovakia,Female,2023,2823.84
Slovakia,Rural,2023,2504.24
Slovakia,Urban,2023,2942.912
Slovenia,Total,2019,2083.439
Slovenia,Male,2019,1042.741
Slovenia,Female,2019,1040.698
Slovenia,Rural,2019,940.556
Slovenia,Urban,2019,1141.344
Slovenia,Total,2020,2102.419
Slovenia,Male,2020,1054.876
Slovenia,Female,2020,1047.544
Slovenia,Rural,2020,934.472
Slovenia,Urban,2020,1147.583
Slovenia,Total,2021,2113.494
Slovenia,Male,2021,1060.637
Slovenia,Female,2021,1052.858
Slovenia,Rural,2021,927.899
Slovenia,Urban,2021,1153.866
Slovenia,Total,2022,2115.228
Slovenia,Male,2022,1061.798
Slovenia,Female,2022,1053.43
Slovenia,Rural,2022,920.848
Slovenia,Urban,2022,1160.194
Slovenia,Total,2023,2118.396
Slovenia,Male,2023,1063.74
Slovenia,Female,2023,1054.656
Slovenia,Rural,2023,913.322
Slovenia,Urban,2023,1166.548
Solomon Islands,Total,2019,728.147
Solomon Islands,Male,2019,372.64
Solomon Islands,Female,2019,355.507
Solomon Islands,Rural,2019,481.459
Solomon Islands,Urban,2019,153.795
Solomon Islands,Total,2020,744.498
Solomon Islands,Male,2020,380.922
Solomon Islands,Female,2020,363.576
Solomon Islands,Rural,2020,487.611
Solomon Islands,Urban,2020,159.686
Solomon Islands,Total,2021,762.591
Solomon Islands,Male,2021,390.073
Solomon Islands,Female,2021,372.519
Solomon Islands,Rural,2021,493.718
Solomon Islands,Urban,2021,165.695
Solomon Islands,Total,2022,781.066
Solomon Islands,Male,2022,399.454
Solomon Islands,Female,2022,381.613
Solomon Islands,Rural,2022,499.773
Solomon Islands,Urban,2022,171.817
Solomon Islands,Total,2023,800.005
Solomon Islands,Male,2023,409.074
Solomon Islands,Female,2023,390.932
Solomon Islands,Rural,2023,505.804
Solomon Islands,Urban,2023,178.057
Somalia,Total,2019,16030.971
Somalia,Male,2019,8030.601
Somalia,Female,2019,8000.369
Somalia,Rural,2019,8513.289
Somalia,Urban,2019,7122.882
Somalia,Total,2020,16651.191
Somalia,Male,2020,8342.146
Somalia,Female,2020,8309.044
Somalia,Rural,2020,8674.136
Somalia,Urban,2020,7431.038
Somalia,Total,2021,17271.431
Somalia,Male,2021,8653.664
Somalia,Female,2021,8617.767
Somalia,Rural,2021,8836.924
Somalia,Urban,2021,7752.272
Somalia,Total,2022,17801.897
Somalia,Male,2022,8919.556
Somalia,Female,2022,8882.342
Somalia,Rural,2022,9001.371
Somalia,Urban,2022,8086.843
Somalia,Total,2023,18358.615
Somalia,Male,2023,9197.829
Somalia,Female,2023,9160.786
Somalia,Rural,2023,9166.777
Somalia,Urban,2023,8434.61
South Africa,Total,2019,59587.885
South Africa,Male,2019,28892.232
South Africa,Female,2019,30695.654
South Africa,Rural,2019,19244.858
South Africa,Urban,2019,38820.239
South Africa,Total,2020,60562.381
South Africa,Male,2020,29381.179
South Africa,Female,2020,31181.201
South Africa,Rural,2020,19170.34
South Africa,Urban,2020,39550.889
South Africa,Total,2021,61502.603
South Africa,Male,2021,29853.373
South Africa,Female,2021,31649.23
South Africa,Rural,2021,19088.162
South Africa,Urban,2021,40277.814
South Africa,Total,2022,62378.41
South Africa,Male,2022,30305.843
South Africa,Female,2022,32072.567
South Africa,Rural,2022,18997.635
South Africa,Urban,2022,40998.414
South Africa,Total,2023,63212.384
South Africa,Male,2023,30750.477
South Africa,Female,2023,32461.907
South Africa,Rural,2023,18898.9
South Africa,Urban,2023,41711.727
South Sudan,Total,2019,10423.384
South Sudan,Male,2019,5127.294
South Sudan,Female,2019,5296.09
South Sudan,Rural,2019,10623.927
South Sudan,Urban,2019,2639.257
South Sudan,Total,2020,10698.467
South Sudan,Male,2020,5263.796
South Sudan,Female,2020,5434.671
South Sudan,Rural,2020,10860.946
South Sudan,Urban,2020,2749.061
South Sudan,Total,2021,10865.78
South Sudan,Male,2021,5345.854
South Sudan,Female,2021,5519.926
South Sudan,Rural,2021,11096.528
South Sudan,Urban,2021,2863.9
South Sudan,Total,2022,11021.177
South Sudan,Male,2022,5421.742
South Sudan,Female,2022,5599.435
South Sudan,Rural,2022,11330.428
South Sudan,Urban,2022,2984.03
South Sudan,Total,2023,11483.374
South Sudan,Male,2023,5648.789
South Sudan,Female,2023,5834.585
South Sudan,Rural,2023,11562.285
South Sudan,Urban,2023,3109.689
Spain,Total,2019,47435.119
Spain,Male,2019,23299.594
Spain,Female,2019,24135.524
Spain,Rural,2019,9025.938
Spain,Urban,2019,37415.111
Spain,Total,2020,47679.489
Spain,Male,2020,23417.242
Spain,Female,2020,24262.247
Spain,Rural,2020,8915.682
Spain,Urban,2020,37543.537
Spain,Total,2021,47735.664
Spain,Male,2021,23442.946
Spain,Female,2021,24292.717
Spain,Rural,2021,8799.411
Spain,Urban,2021,37650.163
Spain,Total,2022,47828.382
Spain,Male,2022,23485.64
Spain,Female,2022,24342.742
Spain,Rural,2022,8679.61
Spain,Urban,2022,37744.345
Spain,Total,2023,47911.579
Spain,Male,2023,23524.424
Spain,Female,2023,24387.156
Spain,Rural,2023,8557.3
Spain,Urban,2023,37829.585
Sri Lanka,Total,2019,22410.552
Sri Lanka,Male,2019,10855.241
Sri Lanka,Female,2019,11555.31
Sri Lanka,Rural,2019,17112.476
Sri Lanka,Urban,2019,3906.383
Sri Lanka,Total,2020,22561.807
Sri Lanka,Male,2020,10926.05
Sri Lanka,Female,2020,11635.756
Sri Lanka,Rural,2020,17138.554
Sri Lanka,Urban,2020,3945.488
Sri Lanka,Total,2021,22700.372
Sri Lanka,Male,2021,10990.301
Sri Lanka,Female,2021,11710.071
Sri Lanka,Rural,2021,17157.885
Sri Lanka,Urban,2021,3988.114
Sri Lanka,Total,2022,22834.965
Sri Lanka,Male,2022,11052.402
Sri Lanka,Female,2022,11782.563
Sri Lanka,Rural,2022,17170.199
Sri Lanka,Urban,2022,4034.302
Sri Lanka,Total,2023,22971.617
Sri Lanka,Male,2023,11115.844
Sri Lanka,Female,2023,11855.773
Sri Lanka,Rural,2023,17174.747
Sri Lanka,Urban,2023,4083.985
Sudan,Total,2019,45548.176
Sudan,Male,2019,22612.417
Sudan,Female,2019,22935.758
Sudan,Rural,2019,27661.508
Sudan,Urban,2019,14852.586
Sudan,Total,2020,46789.231
Sudan,Male,2020,23223.742
Sudan,Female,2020,23565.489
Sudan,Rural,2020,28191.779
Sudan,Urban,2020,15349.424
Sudan,Total,2021,48066.924
Sudan,Male,2021,23852.137
Sudan,Female,2021,24214.787
Sudan,Rural,2021,28720.847
Sudan,Urban,2021,15871.593
Sudan,Total,2022,49383.346
Sudan,Male,2022,24500.431
Sudan,Female,2022,24882.914
Sudan,Rural,2022,29246.698
Sudan,Urban,2022,16419.594
Sudan,Total,2023,50042.791
Sudan,Male,2023,24821.596
Sudan,Female,2023,25221.195
Sudan,Rural,2023,29766.862
Sudan,Urban,2023,16993.683
Suriname,Total,2019,605.768
Suriname,Male,2019,303.844
Suriname,Female,2019,301.924
Suriname,Rural,2019,194.302
Suriname,Urban,2019,378.783
Suriname,Total,2020,612.317
Suriname,Male,2020,306.914
Suriname,Female,2020,305.402
Suriname,Rural,2020,195.577
Suriname,Urban,2020,382.175
Suriname,Total,2021,617.896
Suriname,Male,2021,309.421
Suriname,Female,2021,308.474
Suriname,Rural,2021,196.705
Suriname,Urban,2021,385.591
Suriname,Total,2022,623.164
Suriname,Male,2022,311.765
Suriname,Female,2022,311.399
Suriname,Rural,2022,197.681
Suriname,Urban,2022,389.026
Suriname,Total,2023,628.886
Suriname,Male,2023,314.349
Suriname,Female,2023,314.537
Suriname,Rural,2023,198.501
Suriname,Urban,2023,392.476
Sweden,Total,2019,10279.125
Sweden,Male,2019,5169.247
Sweden,Female,2019,5109.878
Sweden,Rural,2019,1235.72
Sweden,Urban,2019,8817.415
Sweden,Total,2020,10353.686
Sweden,Male,2020,5209.47
Sweden,Female,2020,5144.217
Sweden,Rural,2020,1216.924
Sweden,Urban,2020,8904.762
Sweden,Total,2021,10416.131
Sweden,Male,2021,5242.007
Sweden,Female,2021,5174.124
Sweden,Rural,2021,1198.312
Sweden,Urban,2021,8989.807
Sweden,Total,2022,10487.338
Sweden,Male,2022,5279.778
Sweden,Female,2022,5207.56
Sweden,Rural,2022,1179.894
Sweden,Urban,2022,9072.528
Sweden,Total,2023,10551.494
Sweden,Male,2023,5313.529
Sweden,Female,2023,5237.965
Sweden,Rural,2023,1161.707
Sweden,Urban,2023,9153.118
Switzerland,Total,2019,8577.524
Switzerland,Male,2019,4254.229
Switzerland,Female,2019,4323.295
Switzerland,Rural,2019,2251.16
Switzerland,Urban,2019,6357.099
Switzerland,Total,2020,8640.582
Switzerland,Male,2020,4287.099
Switzerland,Female,2020,4353.483
Switzerland,Rural,2020,2261.695
Switzerland,Urban,2020,6408.84
Switzerland,Total,2021,8707.023
Switzerland,Male,2021,4321.809
Switzerland,Female,2021,4385.215
Switzerland,Rural,2021,2270.418
Switzerland,Urban,2021,6460.693
Switzerland,Total,2022,8792.182
Switzerland,Male,2022,4365.224
Switzerland,Female,2022,4426.958
Switzerland,Rural,2022,2277.19
Switzerland,Urban,2022,6512.319
Switzerland,Total,2023,8870.561
Switzerland,Male,2023,4405.221
Switzerland,Female,2023,4465.34
Switzerland,Rural,2023,2282.091
Switzerland,Urban,2023,6563.981
Syrian Arab Republic,Total,2019,20353.534
Syrian Arab Republic,Male,2019,10175.062
Syrian Arab Republic,Female,2019,10178.472
Syrian Arab Republic,Rural,2019,8357.829
Syrian Arab Republic,Urban,2019,10141.352
Syrian Arab Republic,Total,2020,21049.429
Syrian Arab Republic,Male,2020,10520.993
Syrian Arab Republic,Female,2020,10528.436
Syrian Arab Republic,Rural,2020,8426.159
Syrian Arab Republic,Urban,2020,10498.283
Syrian Arab Republic,Total,2021,21628.839
Syrian Arab Republic,Male,2021,10810.785
Syrian Arab Republic,Female,2021,10818.055
Syrian Arab Republic,Rural,2021,8593.515
Syrian Arab Republic,Urban,2021,10992.592
Syrian Arab Republic,Total,2022,22462.173
Syrian Arab Republic,Male,2022,11228.512
Syrian Arab Republic,Female,2022,11233.661
Syrian Arab Republic,Rural,2022,8847.791
Syrian Arab Republic,Urban,2022,11618.692
Syrian Arab Republic,Total,2023,23594.623
Syrian Arab Republic,Male,2023,11795.581
Syrian Arab Republic,Female,2023,11799.042
Syrian Arab Republic,Rural,2023,9146.49
Syrian Arab Republic,Urban,2023,12328.787
Tajikistan,Total,2019,9529.966
Tajikistan,Male,2019,4664.169
Tajikistan,Female,2019,4865.797
Tajikistan,Rural,2019,6754.441
Tajikistan,Urban,2019,2537.559
Tajikistan,Total,2020,9749.31
Tajikistan,Male,2020,4775.554
Tajikistan,Female,2020,4973.757
Tajikistan,Rural,2020,6868.973
Tajikistan,Urban,2020,2606.273
Tajikistan,Total,2021,9966.908
Tajikistan,Male,2021,4885.967
Tajikistan,Female,2021,5080.941
Tajikistan,Rural,2021,6979.269
Tajikistan,Urban,2021,2677.379
Tajikistan,Total,2022,10182.222
Tajikistan,Male,2022,4995.578
Tajikistan,Female,2022,5186.644
Tajikistan,Rural,2022,7085.033
Tajikistan,Urban,2022,2750.956
Tajikistan,Total,2023,10389.799
Tajikistan,Male,2023,5101.342
Tajikistan,Female,2023,5288.457
Tajikistan,Rural,2023,7186.008
Tajikistan,Urban,2023,2827.094
Thailand,Total,2019,71522.271
Thailand,Male,2019,35023.533
Thailand,Female,2019,36498.738
Thailand,Rural,2019,34173.268
Thailand,Urban,2019,35132.892
Thailand,Total,2020,71641.484
Thailand,Male,2020,35040.395
Thailand,Female,2020,36601.088
Thailand,Rural,2020,33712.543
Thailand,Urban,2020,35698.325
Thailand,Total,2021,71727.332
Thailand,Male,2021,35041.134
Thailand,Female,2021,36686.198
Thailand,Rural,2021,33246.04
Thailand,Urban,2021,36252.084
Thailand,Total,2022,71735.329
Thailand,Male,2022,35005.295
Thailand,Female,2022,36730.034
Thailand,Rural,2022,32774.253
Thailand,Urban,2022,36793.252
Thailand,Total,2023,71702.435
Thailand,Male,2023,34950.007
Thailand,Female,2023,36752.429
Thailand,Rural,2023,32298.676
Thailand,Urban,2023,37322.064
Timor-Leste,Total,2019,1300.945
Timor-Leste,Male,2019,657.969
Timor-Leste,Female,2019,642.976
Timor-Leste,Rural,2019,933.843
Timor-Leste,Urban,2019,418.517
Timor-Leste,Total,2020,1326.053
Timor-Leste,Male,2020,669.694
Timor-Leste,Female,2020,656.36
Timor-Leste,Rural,2020,948.751
Timor-Leste,Urban,2020,432.649
Timor-Leste,Total,2021,1350.139
Timor-Leste,Male,2021,680.874
Timor-Leste,Female,2021,669.265
Timor-Leste,Rural,2021,963.905
Timor-Leste,Urban,2021,447.281
Timor-Leste,Total,2022,1369.295
Timor-Leste,Male,2022,690.107
Timor-Leste,Female,2022,679.188
Timor-Leste,Rural,2022,979.221
Timor-Leste,Urban,2022,462.385
Timor-Leste,Total,2023,1384.286
Timor-Leste,Male,2023,697.774
Timor-Leste,Female,2023,686.512
Timor-Leste,Rural,2023,994.664
Timor-Leste,Urban,2023,477.963
Togo,Total,2019,8463.068
Togo,Male,2019,4253.154
Togo,Female,2019,4209.914
Togo,Rural,2019,4727.819
Togo,Urban,2019,3458.565
Togo,Total,2020,8669.72
Togo,Male,2020,4358.407
Togo,Female,2020,4311.314
Togo,Rural,2020,4795.827
Togo,Urban,2020,3588.464
Togo,Total,2021,8878.379
Togo,Male,2021,4464.569
Togo,Female,2021,4413.81
Togo,Rural,2021,4862.53
Togo,Urban,2021,3722.097
Togo,Total,2022,9089.738
Togo,Male,2022,4572.254
Togo,Female,2022,4517.484
Togo,Rural,2022,4927.839
Togo,Urban,2022,3859.495
Togo,Total,2023,9304.337
Togo,Male,2023,4681.655
Togo,Female,2023,4622.682
Togo,Rural,2023,4991.79
Togo,Urban,2023,4000.785
Tokelau,Total,2019,2.014
Tokelau,Male,2019,1.002
Tokelau,Female,2019,1.012
Tokelau,Rural,2019,1.34
Tokelau,Urban,2019,0
Tokelau,Total,2020,2.128
Tokelau,Male,2020,1.05
Tokelau,Female,2020,1.077
Tokelau,Rural,2020,1.357
Tokelau,Urban,2020,0
Tokelau,Total,2021,2.205
Tokelau,Male,2021,1.083
Tokelau,Female,2021,1.123
Tokelau,Rural,2021,1.373
Tokelau,Urban,2021,0
Tokelau,Total,2022,2.29
Tokelau,Male,2022,1.121
Tokelau,Female,2022,1.169
Tokelau,Rural,2022,1.377
Tokelau,Urban,2022,0
Tokelau,Total,2023,2.397
Tokelau,Male,2023,1.174
Tokelau,Female,2023,1.224
Tokelau,Rural,2023,1.384
Tokelau,Urban,2023,0
Tonga,Total,2019,105.669
Tonga,Male,2019,51.4
Tonga,Female,2019,54.27
Tonga,Rural,2019,84.613
Tonga,Urban,2019,25.428
Tonga,Total,2020,105.704
Tonga,Male,2020,51.14
Tonga,Female,2020,54.563
Tonga,Rural,2020,85.389
Tonga,Urban,2020,25.648
Tonga,Total,2021,105.49
Tonga,Male,2021,50.721
Tonga,Female,2021,54.769
Tonga,Rural,2021,86.118
Tonga,Urban,2021,25.875
Tonga,Total,2022,105.042
Tonga,Male,2022,50.151
Tonga,Female,2022,54.891
Tonga,Rural,2022,86.817
Tonga,Urban,2022,26.116
Tonga,Total,2023,104.597
Tonga,Male,2023,49.59
Tonga,Female,2023,55.007
Tonga,Rural,2023,87.495
Tonga,Urban,2023,26.372
Trinidad and Tobago,Total,2019,1484.894
